Source File,Reference ID,Category,Action Item,HIPAA Control,Related HITRUST e1 Controls,Related HITRUST e1 Control Displays,Related HITRUST Control Count,45_CFR_Citation,HIPAA_Requirement_Title,HIPAA_Requirement_Summary,Implementation_Type,Safeguard_Family,Official_Section_URL,Official_Support_URL,Mapping Type,45 CFR Mapping Confidence,45 CFR Mapping Basis,45 CFR Notes,Official Citation Adjustment Notes
HITRUST e1.csv,ER-12,Configuration,"List of All Production Systems (Servers, VMs, Data Stores)",REQ-33-HIPAA,"07.07a1Organizational.8, 0701.07a1Organizational.7, 0701.07a1Organizational.8","07.07a1 Organizational.8, 0701.07a1 Organizational.7, 0701.07a1 Organizational.8",3,45 C.F.R. § 164.308(a)(1)(ii)(A),Security Management Process — Risk Analysis,"Conduct an accurate and thorough assessment of the potential risks and vulnerabilities to the confidentiality, integrity, and availability of ePHI.",Required implementation specification,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/hipaa/for-professionals/security/guidance/guidance-risk-analysis/index.html,Many:Many,Best-fit composite,"System-inventory evidence is not explicitly named in the Security Rule, but OCR guidance treats asset inventories and system scoping as supporting accurate risk analysis and implementation of encryption safeguards.","Inventory/list-of-systems evidence is supporting evidence for encryption coverage, not a standalone named HIPAA inventory mandate.",
HITRUST e1.csv,ER-12,Configuration,"List of All Production Systems (Servers, VMs, Data Stores)",REQ-33-HIPAA,"07.07a1Organizational.8, 0701.07a1Organizational.7, 0701.07a1Organizational.8","07.07a1 Organizational.8, 0701.07a1 Organizational.7, 0701.07a1 Organizational.8",3,45 C.F.R. § 164.312(a)(2)(iv),Access Control — Encryption and Decryption,Implement a mechanism to encrypt and decrypt ePHI.,Addressable implementation specification,Technical Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.312,https://www.hhs.gov/hipaa/for-professionals/faq/2001/is-the-use-of-encryption-mandatory-in-the-security-rule/index.html,Many:Many,Best-fit composite,"System-inventory evidence is not explicitly named in the Security Rule, but OCR guidance treats asset inventories and system scoping as supporting accurate risk analysis and implementation of encryption safeguards.","Inventory/list-of-systems evidence is supporting evidence for encryption coverage, not a standalone named HIPAA inventory mandate.",
HITRUST e1.csv,ER-12,Configuration,"List of All Production Systems (Servers, VMs, Data Stores)",REQ-33-HIPAA,"07.07a1Organizational.8, 0701.07a1Organizational.7, 0701.07a1Organizational.8","07.07a1 Organizational.8, 0701.07a1 Organizational.7, 0701.07a1 Organizational.8",3,45 C.F.R. § 164.312(e)(2)(ii),Transmission Security — Encryption,Implement a mechanism to encrypt ePHI whenever deemed appropriate during electronic transmission.,Addressable implementation specification,Technical Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.312,https://www.hhs.gov/hipaa/for-professionals/faq/2001/is-the-use-of-encryption-mandatory-in-the-security-rule/index.html,Many:Many,Best-fit composite,"System-inventory evidence is not explicitly named in the Security Rule, but OCR guidance treats asset inventories and system scoping as supporting accurate risk analysis and implementation of encryption safeguards.","Inventory/list-of-systems evidence is supporting evidence for encryption coverage, not a standalone named HIPAA inventory mandate.",
HITRUST e1.csv,ER-12,Configuration,"List of All Production Systems (Servers, VMs, Data Stores)",REQ-34-HIPAA,"07.07a1Organizational.8, 0701.07a1Organizational.7, 0701.07a1Organizational.8","07.07a1 Organizational.8, 0701.07a1 Organizational.7, 0701.07a1 Organizational.8",3,45 C.F.R. § 164.308(a)(1)(ii)(A),Security Management Process — Risk Analysis,"Conduct an accurate and thorough assessment of the potential risks and vulnerabilities to the confidentiality, integrity, and availability of ePHI.",Required implementation specification,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/hipaa/for-professionals/security/guidance/guidance-risk-analysis/index.html,Many:Many,Best-fit composite,System inventory supports scoping/coverage of at-rest encryption and accurate risk analysis.,Asset inventory is supporting evidence rather than an explicit standalone at-rest-encryption requirement.,
HITRUST e1.csv,ER-12,Configuration,"List of All Production Systems (Servers, VMs, Data Stores)",REQ-34-HIPAA,"07.07a1Organizational.8, 0701.07a1Organizational.7, 0701.07a1Organizational.8","07.07a1 Organizational.8, 0701.07a1 Organizational.7, 0701.07a1 Organizational.8",3,45 C.F.R. § 164.312(a)(2)(iv),Access Control — Encryption and Decryption,Implement a mechanism to encrypt and decrypt ePHI.,Addressable implementation specification,Technical Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.312,https://www.hhs.gov/hipaa/for-professionals/faq/2001/is-the-use-of-encryption-mandatory-in-the-security-rule/index.html,Many:Many,Best-fit composite,System inventory supports scoping/coverage of at-rest encryption and accurate risk analysis.,Asset inventory is supporting evidence rather than an explicit standalone at-rest-encryption requirement.,
HITRUST e1.csv,ER-12,Configuration,"List of All Production Systems (Servers, VMs, Data Stores)",REQ-43-HIPAA,"07.07a1Organizational.8, 0701.07a1Organizational.7, 0701.07a1Organizational.8","07.07a1 Organizational.8, 0701.07a1 Organizational.7, 0701.07a1 Organizational.8",3,45 C.F.R. § 164.308(a)(1)(ii)(A),Security Management Process — Risk Analysis,"Conduct an accurate and thorough assessment of the potential risks and vulnerabilities to the confidentiality, integrity, and availability of ePHI.",Required implementation specification,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/hipaa/for-professionals/security/guidance/guidance-risk-analysis/index.html,Many:Many,Best-fit composite,A production-systems inventory is supporting evidence for patch coverage and vulnerability scoping under risk analysis/risk management.,OCR guidance treats a technology asset inventory as a valuable tool for accurate and thorough risk analysis.,
HITRUST e1.csv,ER-12,Configuration,"List of All Production Systems (Servers, VMs, Data Stores)",REQ-43-HIPAA,"07.07a1Organizational.8, 0701.07a1Organizational.7, 0701.07a1Organizational.8","07.07a1 Organizational.8, 0701.07a1 Organizational.7, 0701.07a1 Organizational.8",3,45 C.F.R. § 164.308(a)(1)(ii)(B),Security Management Process — Risk Management,Implement security measures sufficient to reduce identified risks and vulnerabilities to a reasonable and appropriate level.,Required implementation specification,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/hipaa/for-professionals/security/guidance/guidance-risk-analysis/index.html,Many:Many,Best-fit composite,A production-systems inventory is supporting evidence for patch coverage and vulnerability scoping under risk analysis/risk management.,OCR guidance treats a technology asset inventory as a valuable tool for accurate and thorough risk analysis.,
HITRUST e1.csv,ER-12,Configuration,"List of All Production Systems (Servers, VMs, Data Stores)",REQ-102-HIPAA,"07.07a1Organizational.8, 0701.07a1Organizational.7, 0701.07a1Organizational.8","07.07a1 Organizational.8, 0701.07a1 Organizational.7, 0701.07a1 Organizational.8",3,45 C.F.R. § 164.308(a)(1)(ii)(A),Security Management Process — Risk Analysis,"Conduct an accurate and thorough assessment of the potential risks and vulnerabilities to the confidentiality, integrity, and availability of ePHI.",Required implementation specification,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/hipaa/for-professionals/security/guidance/guidance-risk-analysis/index.html,Many:Many,Best-fit,"HIPAA does not expressly mandate an IT asset inventory, but OCR guidance says a comprehensive technology asset inventory and ePHI data-flow diagrams are valuable tools for an accurate and thorough risk analysis.",Mapped as supporting evidence for risk analysis rather than as a standalone named HIPAA inventory control.,
HITRUST e1.csv,ER-83,Configuration,Network Diagram and Segmentation,REQ-36-HIPAA,"0504.09m1Organizational.13, 0805.01m1Organizational.12","0504.09m1 Organizational.13, 0805.01m1 Organizational.12",2,45 C.F.R. § 164.312(a)(1),Access Control,Implement technical policies and procedures for electronic information systems that maintain ePHI to allow access only to persons or software programs with authorized access rights.,Standard,Technical Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.312,https://www.hhs.gov/hipaa/for-professionals/compliance-enforcement/audit/protocol-edited/index.html,1:Many,Best-fit,"HIPAA does not explicitly name network segmentation, but OCR guidance and enforcement materials cite segmentation as a way to implement access control between systems.",Mapped as an access-control implementation example rather than a standalone named HIPAA implementation specification.,
HITRUST e1.csv,ER-67,Configuration,Password Vault and Shared Accounts,REQ-28-HIPAA,1123.01q1System.2,1123.01q1 System.2,1,45 C.F.R. § 164.312(a)(2)(i),Access Control — Unique User Identification,Assign a unique name and/or number for identifying and tracking user identity.,Required implementation specification,Technical Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.312,https://www.hhs.gov/hipaa/for-professionals/compliance-enforcement/audit/protocol-edited/index.html,Many:1,Composite,Password-vault/shared-account and privileged-access evidence supports unique attribution of user activity and management of privileged rights.,"Shared or generic-account controls are best matched to unique user identification, with access-right administration as a secondary basis.",
HITRUST e1.csv,ER-67,Configuration,Password Vault and Shared Accounts,REQ-28-HIPAA,1123.01q1System.2,1123.01q1 System.2,1,45 C.F.R. § 164.308(a)(4)(ii)(C),Information Access Management — Access Establishment and Modification,"Implement policies and procedures to establish, document, review, and modify a user’s right of access to a workstation, transaction, program, or process.",Addressable implementation specification,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/hipaa/for-professionals/compliance-enforcement/audit/protocol-edited/index.html,Many:1,Composite,Password-vault/shared-account and privileged-access evidence supports unique attribution of user activity and management of privileged rights.,"Shared or generic-account controls are best matched to unique user identification, with access-right administration as a secondary basis.",
HITRUST e1.csv,ER-67,Configuration,Password Vault and Shared Accounts,REQ-31-HIPAA,1123.01q1System.2,1123.01q1 System.2,1,45 C.F.R. § 164.308(a)(3)(ii)(C),Workforce Security — Termination Procedures,Implement procedures for terminating a workforce member’s access to ePHI when employment ends or when access should otherwise be removed.,Addressable implementation specification,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/hipaa/for-professionals/security/guidance/cybersecurity-newsletter-summer-2019/index.html,Many:1,Composite,Shared-account and privileged-access listings support timely removal of departing users and accountability for access tied to individuals.,Best read as supporting evidence that terminated users are removed from shared/privileged access paths.,
HITRUST e1.csv,ER-67,Configuration,Password Vault and Shared Accounts,REQ-31-HIPAA,1123.01q1System.2,1123.01q1 System.2,1,45 C.F.R. § 164.312(a)(2)(i),Access Control — Unique User Identification,Assign a unique name and/or number for identifying and tracking user identity.,Required implementation specification,Technical Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.312,https://www.hhs.gov/hipaa/for-professionals/compliance-enforcement/audit/protocol-edited/index.html,Many:1,Composite,Shared-account and privileged-access listings support timely removal of departing users and accountability for access tied to individuals.,Best read as supporting evidence that terminated users are removed from shared/privileged access paths.,
HITRUST e1.csv,ER-25,Configuration,Passwords for All In-Scope Production Systems,REQ-26-HIPAA,10.01d1System.10,10.01d1 System.10,1,45 C.F.R. § 164.308(a)(5)(ii)(D),Security Awareness and Training — Password Management,"Implement procedures for creating, changing, and safeguarding passwords.",Addressable implementation specification,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/sites/default/files/ocr/privacy/hipaa/administrative/securityrule/adminsafeguards.pdf,1:1,Composite,Password configuration evidence most directly aligns to password-management requirements and the broader access-control standard.,This row is password-configuration evidence; MFA is not the primary evidence artifact here.,
HITRUST e1.csv,ER-25,Configuration,Passwords for All In-Scope Production Systems,REQ-26-HIPAA,10.01d1System.10,10.01d1 System.10,1,45 C.F.R. § 164.312(a)(1),Access Control,Implement technical policies and procedures for electronic information systems that maintain ePHI to allow access only to persons or software programs with authorized access rights.,Standard,Technical Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.312,https://www.hhs.gov/hipaa/for-professionals/compliance-enforcement/audit/protocol-edited/index.html,1:1,Composite,Password configuration evidence most directly aligns to password-management requirements and the broader access-control standard.,This row is password-configuration evidence; MFA is not the primary evidence artifact here.,
HIPAA Security.csv,ER-271,Operational,Asset Custody Log,REQ-109-HIPAA,"0701.07a1Organizational.8, 0704.07a1Organizational.8","0701.07a1 Organizational.8, 0704.07a1 Organizational.8",2,45 C.F.R. § 164.310(d)(2)(iii),Device and Media Controls — Accountability,Maintain a record of the movements of hardware and electronic media and the person responsible for them.,Addressable implementation specification,Physical Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.310,https://www.hhs.gov/sites/default/files/ocr/privacy/hipaa/administrative/combined/hipaa-simplification-201303.pdf,1:Many,Direct,Asset custody logs align directly to maintaining a record of the movements of hardware/electronic media and the person responsible.,Used for custody/chain-of-responsibility evidence.,
HITRUST e1.csv,ER-123,Operational,Completed Production Data Backup Test,REQ-61-HIPAA,1616.09l1Organizational.16,1616.09l1 Organizational.16,1,45 C.F.R. § 164.308(a)(7)(ii)(D),Contingency Plan — Applications and Data Criticality Analysis,Assess the relative criticality of specific applications and data in support of contingency planning.,Addressable implementation specification,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/hipaa/for-professionals/compliance-enforcement/audit/protocol-edited/index.html,1:1,Direct,A completed backup test aligns directly to periodic testing/revision of contingency plans.,Used for explicit backup-test evidence.,
HITRUST e1.csv,ER-56,Operational,Information Security Policy Repository,REQ-1-HIPAA,0113.04a1Organizational.2,0113.04a1 Organizational.2,1,45 C.F.R. § 164.316(a),Policies and Procedures,"Implement reasonable and appropriate policies and procedures to comply with the Security Rule standards, implementation specifications, and other requirements.",Standard,Policies / Documentation,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.316,https://www.hhs.gov/sites/default/files/ocr/privacy/hipaa/administrative/securityrule/pprequirements.pdf,Many:1,Best-fit (broad policy control),Internal control/action item is a general information-security policy repository rather than a single named HIPAA implementation specification; mapped to the Security Rule's policies/procedures and documentation requirements.,Used as the umbrella HIPAA citation for documented security policies. This is broader than any single safeguard requirement.,
HITRUST e1.csv,ER-56,Operational,Information Security Policy Repository,REQ-1-HIPAA,0113.04a1Organizational.2,0113.04a1 Organizational.2,1,45 C.F.R. § 164.316(b)(1),Documentation,"Maintain written or electronic policies and procedures implemented to comply with the Security Rule and written or electronic records of required actions, activities, and assessments.",Standard,Policies / Documentation,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.316,https://www.hhs.gov/sites/default/files/ocr/privacy/hipaa/administrative/securityrule/pprequirements.pdf,Many:1,Best-fit (broad policy control),Internal control/action item is a general information-security policy repository rather than a single named HIPAA implementation specification; mapped to the Security Rule's policies/procedures and documentation requirements.,Used as the umbrella HIPAA citation for documented security policies. This is broader than any single safeguard requirement.,
HITRUST e1.csv,ER-56,Operational,Information Security Policy Repository,REQ-12-HIPAA,0113.04a1Organizational.2,0113.04a1 Organizational.2,1,45 C.F.R. § 164.308(a)(5),Security Awareness and Training,"Implement a security awareness and training program for all members of the workforce, including management.",Standard,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/sites/default/files/ocr/privacy/hipaa/administrative/securityrule/adminsafeguards.pdf,Many:1,Direct,Action item and control context align to workforce security-awareness training for new hires.,Mapped at the standard level because the spreadsheet does not break new-hire training into the more granular addressable sub-specifications.,
HITRUST e1.csv,ER-56,Operational,Information Security Policy Repository,REQ-13-HIPAA,0113.04a1Organizational.2,0113.04a1 Organizational.2,1,45 C.F.R. § 164.308(a)(5),Security Awareness and Training,"Implement a security awareness and training program for all members of the workforce, including management.",Standard,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/sites/default/files/ocr/privacy/hipaa/administrative/securityrule/adminsafeguards.pdf,Many:1,Direct,Action item and control context align to ongoing/current-employee security-awareness training.,"Mapped at the standard level because the spreadsheet expresses periodic training broadly, not only reminders or phishing-specific sub-controls.",
HITRUST e1.csv,ER-105,Operational,Risk Assessment,REQ-17-HIPAA,1704.03b1Organizational.12,1704.03b1 Organizational.12,1,45 C.F.R. § 164.308(a)(1)(ii)(A),Security Management Process — Risk Analysis,"Conduct an accurate and thorough assessment of the potential risks and vulnerabilities to the confidentiality, integrity, and availability of ePHI.",Required implementation specification,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/hipaa/for-professionals/security/guidance/guidance-risk-analysis/index.html,Many:1,Direct,Control context aligns to identifying risks and vulnerabilities to ePHI.,Risk analysis is the most direct HIPAA citation for assessment-oriented rows.,
HITRUST e1.csv,ER-105,Operational,Risk Assessment,REQ-20-HIPAA,1704.03b1Organizational.12,1704.03b1 Organizational.12,1,45 C.F.R. § 164.308(a)(1)(ii)(B),Security Management Process — Risk Management,Implement security measures sufficient to reduce identified risks and vulnerabilities to a reasonable and appropriate level.,Required implementation specification,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/hipaa/for-professionals/security/guidance/guidance-risk-analysis/index.html,Many:1,Direct,Control context aligns to reducing identified risks and vulnerabilities to a reasonable and appropriate level.,Used for policy and operational rows focused on treatment/mitigation of identified risks.,
HITRUST e1.csv,ER-105,Operational,Risk Assessment,REQ-110-HIPAA,1704.03b1Organizational.12,1704.03b1 Organizational.12,1,45 C.F.R. § 164.308(a)(1)(ii)(A),Security Management Process — Risk Analysis,"Conduct an accurate and thorough assessment of the potential risks and vulnerabilities to the confidentiality, integrity, and availability of ePHI.",Required implementation specification,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/hipaa/for-professionals/security/guidance/guidance-risk-analysis/index.html,Many:1,Best-fit,"The source spreadsheet only exposes an internal control ID on the Risk Assessment action item, so the closest authoritative HIPAA citation is Risk Analysis.",Matched by action-item semantics because the internal control itself is not labeled with an official HIPAA section.,
HITRUST e1.csv,ER-86,Policy,Access Control,REQ-29-HIPAA,11.01e1System.2,11.01e1 System.2,1,45 C.F.R. § 164.308(a)(4)(ii)(C),Information Access Management — Access Establishment and Modification,"Implement policies and procedures to establish, document, review, and modify a user’s right of access to a workstation, transaction, program, or process.",Addressable implementation specification,Administrative Safeguards,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/section-164.308,https://www.hhs.gov/hipaa/for-professionals/compliance-enforcement/audit/protocol-edited/index.html,Many:1,Direct,"Access-review documentation aligns directly to the requirement to establish, document, review, and modify user rights of access.",Used for both access-review evidence and broader policy statements that emphasize periodic review/modification.,"45 CFR § 164.308(a)(4)(i) -> 45 C.F.R. § 164.308(a)(4): Standard-level citation used in enhanced sheets because the underlying Thoropass control is general information-access management, not a health-care-clearinghouse-only function."
