Reference ID,Category,Name,Tiers - Level 1 (from Child ERS(s)),Local Controls (Linked),Framework (from Local Controls (Linked)),Sort Order
ER-25,Configuration,[Configuration] Passwords for All In-Scope Production Systems,"Security,PCI DSS v4.0 - SAQ-A,PCI DSS v4.0 - ROC - Merchant","REQ-26,10.01d1System.10,A.05.17,A.05.33,A.08.05a,REQ-26-SOC1,REQ-26-HIPAA,8.3.1,8.3.5,8.3.6,8.3.7,8.3.9,8.3.2,REQ-26,10.01d1System.10,A.05.17,A.05.33,A.08.05a,REQ-26-SOC1,REQ-26-HIPAA,8.3.5,8.3.6,8.3.7,8.3.9,8.3.2,REQ-26,10.01d1System.10,A.05.17,A.05.33,A.08.05a,REQ-26-SOC1,REQ-26-HIPAA,8.3.6,REQ-26,10.01d1System.10,A.05.17,A.05.33,A.08.05a,REQ-26-SOC1,REQ-26-HIPAA,8.3.9,REQ-26,10.01d1System.10,A.05.17,A.05.33,A.08.05a,REQ-26-SOC1,REQ-26-HIPAA,8.3.6,REQ-26,10.01d1System.10,A.05.17,A.05.33,A.08.05a,REQ-26-SOC1,REQ-26-HIPAA,8.3.5,8.3.5,8.3.7,8.3.2","SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0",24
ER-26,Sample,[Sample] New Hire Signed Confidentiality Agreements,Security,"REQ-10,A.06.06,REQ-10-SOC1,REQ-10-HIPAA,REQ-10,A.06.06,REQ-10-SOC1,REQ-10-HIPAA,REQ-10,A.06.06,REQ-10-SOC1,REQ-10-HIPAA","SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security",25
ER-27,Policy,[Policy] Employee Confidentiality Agreement,Security,"REQ-9,A.06.06,REQ-9-SOC1,REQ-9-HIPAA,REQ-9,A.06.06,REQ-9-SOC1,REQ-9-HIPAA,REQ-9,A.06.06,REQ-9-SOC1,REQ-9-HIPAA,REQ-9,A.06.06,REQ-9-SOC1,REQ-9-HIPAA,REQ-9,A.06.06,REQ-9-SOC1,REQ-9-HIPAA,REQ-9,A.06.06,REQ-9-SOC1,REQ-9-HIPAA","SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security",26
ER-28,Sample,[Sample] New Hire Background Check Reports,Security,"REQ-11,A.06.01,REQ-11-SOC1,REQ-11-HIPAA,REQ-11,A.06.01,REQ-11-SOC1,REQ-11-HIPAA,REQ-11,A.06.01,REQ-11-SOC1,REQ-11-HIPAA,REQ-11,A.06.01,REQ-11-SOC1,REQ-11-HIPAA,REQ-11,A.06.01,REQ-11-SOC1,REQ-11-HIPAA,REQ-11,A.06.01,REQ-11-SOC1,REQ-11-HIPAA","SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security",27
ER-30,Policy,[Policy] Risk Committee or Board Charter,Security,"REQ-4,REQ-3,09.03.01,REQ-3-SOC1,REQ-4-SOC1","SOC 2,SOC 2,ISO 27001/2 (2022),SOC 1,SOC 1",29
ER-31,Sample,[Sample] Risk Committee Meeting Minutes,Security,"REQ-4,REQ-3,09.03.01,REQ-3-SOC1,REQ-4-SOC1,REQ-4,REQ-3,09.03.01,REQ-3-SOC1,REQ-4-SOC1,REQ-4,REQ-3,09.03.01,REQ-3-SOC1,REQ-4-SOC1,REQ-4,REQ-3,09.03.01,REQ-3-SOC1,REQ-4-SOC1,REQ-4,REQ-3,09.03.01,REQ-3-SOC1,REQ-4-SOC1","SOC 2,SOC 2,ISO 27001/2 (2022),SOC 1,SOC 1,SOC 2,SOC 2,ISO 27001/2 (2022),SOC 1,SOC 1,SOC 2,SOC 2,ISO 27001/2 (2022),SOC 1,SOC 1,SOC 2,SOC 2,ISO 27001/2 (2022),SOC 1,SOC 1,SOC 2,SOC 2,ISO 27001/2 (2022),SOC 1,SOC 1",30
ER-32,Policy,[Policy] Security Roles and Responsibilities,"Security,PCI DSS v4.0 - ROC - Merchant","REQ-2,05.03,A.05.02,A.05.03,A.05.04,REQ-2-SOC1,0117.05a1Organizational.1,REQ-2-HIPAA,1.1.2,2.1.2,4.1.2,5.1.2,6.1.2,7.1.2,8.1.2,9.1.2,10.1.2,11.1.2,3.1.2,REQ-2,05.03,A.05.02,A.05.03,A.05.04,REQ-2-SOC1,0117.05a1Organizational.1,REQ-2-HIPAA,1.1.2,2.1.2,4.1.2,5.1.2,6.1.2,7.1.2,8.1.2,9.1.2,10.1.2,11.1.2,3.1.2,REQ-2,05.03,A.05.02,A.05.03,A.05.04,REQ-2-SOC1,REQ-2-HIPAA,1.1.2,2.1.2,4.1.2,5.1.2,6.1.2,7.1.2,8.1.2,9.1.2,10.1.2,11.1.2,3.1.2,REQ-2,05.03,A.05.02,A.05.03,A.05.04,REQ-2-SOC1,REQ-2-HIPAA,1.1.2,2.1.2,4.1.2,5.1.2,6.1.2,7.1.2,8.1.2,9.1.2,10.1.2,11.1.2,3.1.2,0117.05a1Organizational.1,1.1.2,2.1.2,4.1.2,5.1.2,6.1.2,7.1.2,8.1.2,9.1.2,10.1.2,11.1.2,3.1.2,0117.05a1Organizational.1,1.1.2,2.1.2,4.1.2,5.1.2,6.1.2,7.1.2,8.1.2,9.1.2,10.1.2,11.1.2,3.1.2,0117.05a1Organizational.1,1.1.2,2.1.2,4.1.2,5.1.2,6.1.2,7.1.2,8.1.2,9.1.2,10.1.2,11.1.2,3.1.2,0117.05a1Organizational.1,1.1.2,2.1.2,4.1.2,5.1.2,6.1.2,7.1.2,8.1.2,9.1.2,10.1.2,11.1.2,3.1.2,0117.05a1Organizational.1,1.1.2,2.1.2,4.1.2,5.1.2,6.1.2,7.1.2,8.1.2,9.1.2,10.1.2,11.1.2,3.1.2,0117.05a1Organizational.1","SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HITRUST,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HITRUST,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,HITRUST",31
ER-33,Sample,[Sample] New Hire Security Awareness Training,Security,"REQ-12,1308.09j1Organizational.5.a,13998.02e1Organizational.2,A.06.03,13.02e1Organizational.6,REQ-12-SOC1,REQ-12-HIPAA,REQ-12,1308.09j1Organizational.5.a,13998.02e1Organizational.2,A.06.03,13.02e1Organizational.6,REQ-12-SOC1,REQ-12-HIPAA,REQ-12,1308.09j1Organizational.5.a,13998.02e1Organizational.2,A.06.03,REQ-12-SOC1,REQ-12-HIPAA,13.02e1Organizational.6,13.02e1Organizational.6,13.02e1Organizational.6","SOC 2,HITRUST,HITRUST,ISO 27001/2 (2022),HITRUST,SOC 1,HIPAA Security,SOC 2,HITRUST,HITRUST,ISO 27001/2 (2022),HITRUST,SOC 1,HIPAA Security,SOC 2,HITRUST,HITRUST,ISO 27001/2 (2022),SOC 1,HIPAA Security,HITRUST,HITRUST,HITRUST",32
ER-34,Sample,[Sample] Current Employee Security Awareness Training,"Security,PCI DSS v4.0 - ROC - Merchant","REQ-13,A.06.03,REQ-13-SOC1,REQ-13-HIPAA,6.2.2,REQ-13,A.06.03,REQ-13-SOC1,REQ-13-HIPAA,6.2.2,REQ-13,A.06.03,REQ-13-SOC1,REQ-13-HIPAA,6.2.2,6.2.2","SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0",33
ER-35,Policy,[Policy] Performance Review,Security,"REQ-14,REQ-14-SOC1","SOC 2,SOC 1",34
ER-36,Sample,[Sample] Current Employee Performance Reviews,Security,"REQ-14,REQ-14-SOC1,REQ-14,REQ-14-SOC1,REQ-14,REQ-14-SOC1,REQ-14,REQ-14-SOC1,REQ-14,REQ-14-SOC1","SOC 2,SOC 1,SOC 2,SOC 1,SOC 2,SOC 1,SOC 2,SOC 1,SOC 2,SOC 1",35
ER-38,Policy,"[Policy] Customer Contract, Including Security Commitments",Security,"REQ-5,REQ-67,A.05.14,A.05.20,A.05.21,A.05.22,REQ-5-SOC1,REQ-67-HIPAA,1419.05j1Organizational.12,1419.05j1Organizational.12,1419.05j1Organizational.12,1419.05j1Organizational.12","SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,HITRUST,HITRUST,HITRUST,HITRUST",37
ER-39,Sample,[Sample] Critical Vendor Agreements,"Security,PCI DSS v4.0 - SAQ-A","REQ-22,A.05.14,A.05.20,A.05.21,A.05.22,REQ-22-SOC1,REQ-22-HIPAA,12.8.2,12.8.5,REQ-22,A.05.14,A.05.20,A.05.21,A.05.22,REQ-22-SOC1,REQ-22-HIPAA,12.8.2,12.8.5,REQ-22,A.05.14,A.05.20,A.05.21,A.05.22,REQ-22-SOC1,REQ-22-HIPAA,12.8.2,12.8.5,REQ-22,A.05.14,A.05.20,A.05.21,A.05.22,REQ-22-SOC1,REQ-22-HIPAA,12.8.2,12.8.5,12.8.5,12.8.5,12.8.5,12.8.5,12.8.5","SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0",38
ER-40,Operational,[Operational] Technical Support Resources for the Service,Security,"REQ-6,REQ-6-SOC1,REQ-6,REQ-6-SOC1,REQ-6,REQ-6-SOC1,REQ-6,REQ-6-SOC1,REQ-6,REQ-6-SOC1","SOC 2,SOC 1,SOC 2,SOC 1,SOC 2,SOC 1,SOC 2,SOC 1,SOC 2,SOC 1",39
ER-41,Policy,[Policy] Risk Management,Security,"REQ-17,REQ-18,REQ-19,REQ-20,1704.03b1Organizational.12,06.01.01,08.01,08.02,REQ-17-SOC1,REQ-18-SOC1,REQ-19-SOC1,REQ-20-SOC1,REQ-17-HIPAA,REQ-20-HIPAA,1701.03a1Organizational.12345678,06.01.02,06.01.03,08.03,REQ-17,REQ-18,REQ-19,REQ-20,1704.03b1Organizational.12,06.01.01,08.01,08.02,REQ-17-SOC1,REQ-18-SOC1,REQ-19-SOC1,REQ-20-SOC1,REQ-17-HIPAA,REQ-20-HIPAA,1701.03a1Organizational.12345678,06.01.02,06.01.03,08.03,REQ-17,REQ-18,REQ-19,REQ-20,1704.03b1Organizational.12,06.01.01,08.01,08.02,REQ-17-SOC1,REQ-18-SOC1,REQ-19-SOC1,REQ-20-SOC1,REQ-17-HIPAA,REQ-20-HIPAA,1701.03a1Organizational.12345678,06.01.02,06.01.03,08.03,REQ-17,REQ-18,REQ-19,REQ-20,1704.03b1Organizational.12,06.01.01,08.01,08.02,REQ-17-SOC1,REQ-18-SOC1,REQ-19-SOC1,REQ-20-SOC1,REQ-17-HIPAA,REQ-20-HIPAA,06.01.02,06.01.03,08.03,REQ-17,REQ-18,REQ-19,REQ-20,1704.03b1Organizational.12,06.01.01,08.01,08.02,REQ-17-SOC1,REQ-18-SOC1,REQ-19-SOC1,REQ-20-SOC1,REQ-17-HIPAA,REQ-20-HIPAA,06.01.02,06.01.03,08.03,1701.03a1Organizational.12345678,1701.03a1Organizational.12345678","SOC 2,SOC 2,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),HITRUST,HITRUST",40
ER-43,Configuration,[Configuration] Configuration Management Tool,Security,"REQ-52,A.08.04,A.08.16,A.08.25,A.08.26,A.08.27,A.08.28,A.08.29,REQ-52-SOC1,REQ-52,A.08.04,A.08.16,A.08.25,A.08.26,A.08.27,A.08.28,A.08.29,REQ-52-SOC1,REQ-52,A.08.04,A.08.16,A.08.25,A.08.26,A.08.27,A.08.28,A.08.29,REQ-52-SOC1","SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1",42
ER-44,Policy,[Policy] System Hardening Standards,"Security,PCI DSS v4.0 - SAQ-A,PCI DSS v4.0 - ROC - Merchant","REQ-51,A.08.24a,A.08.28,REQ-51-SOC1,A.08.09,2.2.2,2.2.1,REQ-51,A.08.24a,A.08.28,REQ-51-SOC1,A.08.09,2.2.2,2.2.1,REQ-51,A.08.24a,A.08.28,REQ-51-SOC1,A.08.09,REQ-51,A.08.24a,A.08.28,REQ-51-SOC1,A.08.09,2.2.1,2.2.2,2.2.1,2.2.1","SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,ISO 27001/2 (2022),SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0",43
ER-47,Policy,[Policy] Penetration Test,Security,"REQ-44,A.08.08a,REQ-45 ,REQ-44-SOC1,REQ-45-SOC1,REQ-44-HIPAA,REQ-45-HIPAA,REQ-44,A.08.08a,REQ-45 ,REQ-44-SOC1,REQ-45-SOC1,REQ-44-HIPAA,REQ-45-HIPAA,REQ-44,A.08.08a,REQ-45 ,REQ-44-SOC1,REQ-45-SOC1,REQ-44-HIPAA,REQ-45-HIPAA,REQ-44,A.08.08a,REQ-45 ,REQ-44-SOC1,REQ-45-SOC1,REQ-44-HIPAA,REQ-45-HIPAA","SOC 2,ISO 27001/2 (2022),SOC 2,SOC 1,SOC 1,HIPAA Security,HIPAA Security,SOC 2,ISO 27001/2 (2022),SOC 2,SOC 1,SOC 1,HIPAA Security,HIPAA Security,SOC 2,ISO 27001/2 (2022),SOC 2,SOC 1,SOC 1,HIPAA Security,HIPAA Security,SOC 2,ISO 27001/2 (2022),SOC 2,SOC 1,SOC 1,HIPAA Security,HIPAA Security",46
ER-48,Operational,[Operational] Penetration Test Report,Security,"REQ-44,A.08.08a,REQ-45 ,REQ-44-SOC1,REQ-45-SOC1,REQ-44-HIPAA,REQ-45-HIPAA","SOC 2,ISO 27001/2 (2022),SOC 2,SOC 1,SOC 1,HIPAA Security,HIPAA Security",47
ER-49,Operational,[Operational] Penetration Test Remediation,Security,"REQ-44,A.08.08a,REQ-45 ,REQ-44-SOC1,REQ-45-SOC1,REQ-44-HIPAA,REQ-45-HIPAA","SOC 2,ISO 27001/2 (2022),SOC 2,SOC 1,SOC 1,HIPAA Security,HIPAA Security",48
ER-50,Policy,[Policy] Patching and Vulnerability Management,"Security,PCI DSS v4.0 - SAQ-A,PCI DSS v4.0 - ROC - Merchant","REQ-44,REQ-42,REQ-46,REQ-47,A.08.07,A.08.25,REQ-45 ,REQ-42-SOC1,REQ-44-SOC1,REQ-45-SOC1,REQ-46-SOC1,REQ-47-SOC1,REQ-42-HIPAA,REQ-44-HIPAA,REQ-45-HIPAA,REQ-46-HIPAA,REQ-47-HIPAA,6.3.1,6.3.3,11.3.1.3,REQ-44,REQ-42,REQ-46,REQ-47,A.08.07,A.08.25,REQ-45 ,REQ-42-SOC1,REQ-44-SOC1,REQ-45-SOC1,REQ-46-SOC1,REQ-47-SOC1,REQ-42-HIPAA,REQ-44-HIPAA,REQ-45-HIPAA,REQ-46-HIPAA,REQ-47-HIPAA,6.3.1,6.3.3,11.3.1.3,REQ-44,REQ-42,REQ-46,REQ-47,A.08.07,A.08.25,REQ-45 ,REQ-42-SOC1,REQ-44-SOC1,REQ-45-SOC1,REQ-46-SOC1,REQ-47-SOC1,REQ-42-HIPAA,REQ-44-HIPAA,REQ-45-HIPAA,REQ-46-HIPAA,REQ-47-HIPAA,11.3.1.3,REQ-44,REQ-42,REQ-46,REQ-47,A.08.07,A.08.25,REQ-45 ,REQ-42-SOC1,REQ-44-SOC1,REQ-45-SOC1,REQ-46-SOC1,REQ-47-SOC1,REQ-42-HIPAA,REQ-44-HIPAA,REQ-45-HIPAA,REQ-46-HIPAA,REQ-47-HIPAA,11.3.1.3,REQ-44,REQ-42,REQ-46,REQ-47,A.08.07,A.08.25,REQ-45 ,REQ-42-SOC1,REQ-44-SOC1,REQ-45-SOC1,REQ-46-SOC1,REQ-47-SOC1,REQ-42-HIPAA,REQ-44-HIPAA,REQ-45-HIPAA,REQ-46-HIPAA,REQ-47-HIPAA,REQ-44,REQ-42,REQ-46,REQ-47,A.08.07,A.08.25,REQ-45 ,REQ-42-SOC1,REQ-44-SOC1,REQ-45-SOC1,REQ-46-SOC1,REQ-47-SOC1,REQ-42-HIPAA,REQ-44-HIPAA,REQ-45-HIPAA,REQ-46-HIPAA,REQ-47-HIPAA,11.3.1.3,REQ-44,REQ-42,REQ-46,REQ-47,A.08.07,A.08.25,REQ-45 ,REQ-42-SOC1,REQ-44-SOC1,REQ-45-SOC1,REQ-46-SOC1,REQ-47-SOC1,REQ-42-HIPAA,REQ-44-HIPAA,REQ-45-HIPAA,REQ-46-HIPAA,REQ-47-HIPAA,6.3.1,6.3.3,6.3.1,6.3.3,6.3.1,6.3.3,6.3.1,6.3.3","SOC 2,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 1,SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 1,SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 1,SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,PCI DSS v4.0,SOC 2,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 1,SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,PCI DSS v4.0,SOC 2,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 1,SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,SOC 2,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 1,SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,PCI DSS v4.0,SOC 2,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 1,SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0",49
ER-51,Configuration,[Configuration] Evidence of Automated Patching,Security,"REQ-43,A.08.07,A.08.08a,A.08.09,REQ-43-SOC1,REQ-43-HIPAA,REQ-43,A.08.07,A.08.08a,REQ-43-SOC1,REQ-43-HIPAA,REQ-43,A.08.07,A.08.08a,REQ-43-SOC1,REQ-43-HIPAA,REQ-43,A.08.07,A.08.08a,REQ-43-SOC1,REQ-43-HIPAA","SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security",50
ER-52,Configuration,[Configuration] Evidence of the Operating System for Production Servers and/or Containers,Security,"REQ-43,REQ-43-SOC1,REQ-43-HIPAA,REQ-43,REQ-43-SOC1,REQ-43-HIPAA,REQ-43,REQ-43-SOC1,REQ-43-HIPAA,REQ-43,REQ-43-SOC1,REQ-43-HIPAA","SOC 2,SOC 1,HIPAA Security,SOC 2,SOC 1,HIPAA Security,SOC 2,SOC 1,HIPAA Security,SOC 2,SOC 1,HIPAA Security",51
